page_id,filename,commons_title,expected_label,search_query,commons_page_url,download_url,original_url,author,license,license_url,credit,description,date_created,categories,width,height,mime_type
30376231,30376231_Buddah_inside_the_National_Museum_of_Afghanistan.jpg,meditation_candidate,text_search,Dhyāna mudra,File:Buddah inside the National Museum of Afghanistan.jpg,https://commons.wikimedia.org/wiki/File:Buddah_inside_the_National_Museum_of_Afghanistan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Buddah_inside_the_National_Museum_of_Afghanistan.jpg/1920px-Buddah_inside_the_National_Museum_of_Afghanistan.jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/Buddah_inside_the_National_Museum_of_Afghanistan.jpg,"ninara from Helsinki, Finland",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,IMG 2398,A sitting Buddha inside the National Museum of Afghanistan,2013-08-13 09:13,Taken with Canon PowerShot S100|Greco-Buddhist art|Flickr images reviewed by FlickreviewR|Images by Ninara|Statues of Shakyamuni Buddha in Afghanistan|Buddhas in the National Museum of Afghanistan|Dhyāna mudra,2664,4000,image/jpeg
33347102,"33347102_Buddha_in_Dhyana_Mudra,_China,_Ming_dynasty_-_Museo_d'Arte_Orientale_Edoardo_Chiossone_-_DSC02393.jpg",meditation_candidate,text_search,Dhyāna mudra,"File:Buddha in Dhyana Mudra, China, Ming dynasty - Museo d'Arte Orientale Edoardo Chiossone - DSC02393.JPG","https://commons.wikimedia.org/wiki/File:Buddha_in_Dhyana_Mudra,_China,_Ming_dynasty_-_Museo_d%27Arte_Orientale_Edoardo_Chiossone_-_DSC02393.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Buddha_in_Dhyana_Mudra%2C_China%2C_Ming_dynasty_-_Museo_d%27Arte_Orientale_Edoardo_Chiossone_-_DSC02393.JPG/1920px-Buddha_in_Dhyana_Mudra%2C_China%2C_Ming_dynasty_-_Museo_d%27Arte_Orientale_Edoardo_Chiossone_-_DSC02393.JPG,https://upload.wikimedia.org/wikipedia/commons/6/6c/Buddha_in_Dhyana_Mudra%2C_China%2C_Ming_dynasty_-_Museo_d%27Arte_Orientale_Edoardo_Chiossone_-_DSC02393.JPG,Daderot,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Own work,"Exhibit in the Museo d'Arte Orientale Edoardo Chiossone, Piazzale Giuseppe Mazzini, 1, Genoa, Italy. This artwork is old enough so that it is in the public domain.",2013-09-26 03:38:01,Statues of the Buddha from China|Statues of bodhisattvas from China|CC-Zero|Self-published work|Statues of Shakyamuni Buddha in Italy|Files uploaded by Daderot|Metal sculptures of the Ming Dynasty|Buddhist art in the Museo d'Arte Orientale Edoardo Chiossone|Dhyāna mudra,3476,5030,image/jpeg
33347103,"33347103_Buddha_in_Dhyana_Mudra,_Japan,_1694_-_Museo_d'Arte_Orientale_Edoardo_Chiossone_-_DSC02408.jpg",meditation_candidate,text_search,Dhyāna mudra,"File:Buddha in Dhyana Mudra, Japan, 1694 - Museo d'Arte Orientale Edoardo Chiossone - DSC02408.JPG","https://commons.wikimedia.org/wiki/File:Buddha_in_Dhyana_Mudra,_Japan,_1694_-_Museo_d%27Arte_Orientale_Edoardo_Chiossone_-_DSC02408.JPG",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Buddha_in_Dhyana_Mudra%2C_Japan%2C_1694_-_Museo_d%27Arte_Orientale_Edoardo_Chiossone_-_DSC02408.JPG/1920px-Buddha_in_Dhyana_Mudra%2C_Japan%2C_1694_-_Museo_d%27Arte_Orientale_Edoardo_Chiossone_-_DSC02408.JPG,https://upload.wikimedia.org/wikipedia/commons/d/d5/Buddha_in_Dhyana_Mudra%2C_Japan%2C_1694_-_Museo_d%27Arte_Orientale_Edoardo_Chiossone_-_DSC02408.JPG,Daderot,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Own work,"Exhibit in the Museo d'Arte Orientale Edoardo Chiossone, Piazzale Giuseppe Mazzini, 1, Genoa, Italy. This artwork is old enough so that it is in the public domain.",2013-09-26 03:40:36,CC-Zero|Self-published work|1694 statues in Italy|Files uploaded by Daderot|Buddhist sculptures of the Edo period|1604 art in Genoa|Buddhist art in the Museo d'Arte Orientale Edoardo Chiossone|Dhyāna mudra,3582,5287,image/jpeg
34243415,34243415_Buddha_Dihana_Mudra.jpg,meditation_candidate,text_search,Dhyāna mudra,File:Buddha Dihana Mudra.JPG,https://commons.wikimedia.org/wiki/File:Buddha_Dihana_Mudra.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Buddha_Dihana_Mudra.JPG/1920px-Buddha_Dihana_Mudra.JPG,https://upload.wikimedia.org/wikipedia/commons/0/05/Buddha_Dihana_Mudra.JPG,Veit Zahlaus,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Own work,This Buddha comes from the island of Java (Indonesia) and was handcrafted from natural stone (Basanite). The Buddha shows the Dihana Mudra (var: Dyhana mudra). The image was photographed at Garten-Steinkunst (Garden-Stoneart) in Neumark / OT Reuth (Vogtland / Saxony / Germany),2014-07-08 13:46:34,Taken with Canon EOS 1100D|Statues of the Buddha seated in Germany|Self-published work|Statues of the Buddha from Indonesia|2014 in Vogtlandkreis|Files with coordinates missing SDC location of creation|July 2014 in Saxony|Basanite sculptures|Garten-Steinkunst Reuth|Dhyāna mudra,2848,4272,image/jpeg
40216845,40216845_Wat_Tham_Khao_Rup_Chang_-_035_24_sa_po_sa_po_(14479959757).jpg,meditation_candidate,text_search,Dhyāna mudra,File:Wat Tham Khao Rup Chang - 035 24 sa po sa po (14479959757).jpg,https://commons.wikimedia.org/wiki/File:Wat_Tham_Khao_Rup_Chang_-_035_24_sa_po_sa_po_(14479959757).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Wat_Tham_Khao_Rup_Chang_-_035_24_sa_po_sa_po_%2814479959757%29.jpg/1920px-Wat_Tham_Khao_Rup_Chang_-_035_24_sa_po_sa_po_%2814479959757%29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Wat_Tham_Khao_Rup_Chang_-_035_24_sa_po_sa_po_%2814479959757%29.jpg,"Photo Dharma from Penang, Malaysia",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,035 24 sa po sa po,"24 sa po sa po, Wat Khao Rup Chang, Songkhla, Thailand Photograph from Wat Tham Khao Rup Chang in Songkhla Province , Thailand taken by Anandajoti .",2014-06-03 13:08,Flickr images reviewed by FlickreviewR|Guan Yin Statues (Wat Tham Khao Rup Chang)|Dhyāna mudra,3240,4320,image/jpeg
43839722,43839722_釈迦如来像.jpg,meditation_candidate,text_search,Dhyāna mudra,File:釈迦如来像.JPG,https://commons.wikimedia.org/wiki/File:%E9%87%88%E8%BF%A6%E5%A6%82%E6%9D%A5%E5%83%8F.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/%E9%87%88%E8%BF%A6%E5%A6%82%E6%9D%A5%E5%83%8F.JPG/1920px-%E9%87%88%E8%BF%A6%E5%A6%82%E6%9D%A5%E5%83%8F.JPG,https://upload.wikimedia.org/wikipedia/commons/d/da/%E9%87%88%E8%BF%A6%E5%A6%82%E6%9D%A5%E5%83%8F.JPG,Mikkabie,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Own work,方広寺（浜松市）本尊 釈迦如来像,2015-09-30 14:55:11,Taken with Nikon Coolpix S9900|Buddhist meditation|Hōkō-ji (Hamamatsu)|Statues of Buddhas|Self-published work|Dhyāna mudra,4608,3456,image/jpeg
76062895,76062895_058-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:058-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:058-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/058-Amitabha-Dhyana-Mudra-Original.jpg/1920px-058-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/058-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/058-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,3735,3005,image/jpeg
76062900,76062900_090-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:090-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:090-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/090-Amitabha-Dhyana-Mudra-Original.jpg/1920px-090-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/090-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/090-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5372,3822,image/jpeg
76062910,76062910_070-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:070-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:070-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/070-Amitabha-Dhyana-Mudra-Original.jpg/1920px-070-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/070-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/070-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5709,3806,image/jpeg
76062913,76062913_064-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:064-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:064-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/064-Amitabha-Dhyana-Mudra-Original.jpg/1920px-064-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/064-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/064-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,4279,3405,image/jpeg
76062916,76062916_062-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:062-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:062-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/062-Amitabha-Dhyana-Mudra-Original.jpg/1920px-062-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/062-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/062-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs|Headless statues of the Buddha at Borobudur,3690,3333,image/jpeg
76062917,76062917_079-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:079-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:079-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/079-Amitabha-Dhyana-Mudra-Original.jpg/1920px-079-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5a/079-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/079-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5662,3775,image/jpeg
76062921,76062921_075-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:075-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:075-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/075-Amitabha-Dhyana-Mudra-Original.jpg/1920px-075-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/075-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/075-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5678,3785,image/jpeg
76062928,76062928_082-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:082-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:082-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/082-Amitabha-Dhyana-Mudra-Original.jpg/1920px-082-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/0/03/082-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/082-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,6000,4000,image/jpeg
76062929,76062929_073-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:073-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:073-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/073-Amitabha-Dhyana-Mudra-Original.jpg/1920px-073-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/073-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/073-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5197,3767,image/jpeg
76062930,76062930_067-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:067-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:067-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/067-Amitabha-Dhyana-Mudra-Original.jpg/1920px-067-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/067-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/067-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs|Headless statues of the Buddha at Borobudur,4278,3310,image/jpeg
76062931,76062931_091-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:091-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:091-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/091-Amitabha-Dhyana-Mudra-Original.jpg/1920px-091-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/091-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/091-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5662,3775,image/jpeg
76062942,76062942_088-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:088-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:088-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/088-Amitabha-Dhyana-Mudra-Original.jpg/1920px-088-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/088-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/088-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5474,3816,image/jpeg
76062948,76062948_057-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:057-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:057-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/057-Amitabha-Dhyana-Mudra-Original.jpg/1920px-057-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d0/057-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/057-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5481,3539,image/jpeg
76062956,76062956_096-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:096-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:096-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/096-Amitabha-Dhyana-Mudra-Original.jpg/1920px-096-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/096-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/096-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs|Borobudur niches,5707,3935,image/jpeg
76062963,76062963_059-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:059-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:059-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/059-Amitabha-Dhyana-Mudra-Original.jpg/1920px-059-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/059-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/059-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5293,3189,image/jpeg
76062967,76062967_055-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:055-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:055-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/055-Amitabha-Dhyana-Mudra-Original.jpg/1920px-055-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/055-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/055-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs|Headless statues of the Buddha at Borobudur,6000,4000,image/jpeg
76062978,76062978_071-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:071-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:071-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/071-Amitabha-Dhyana-Mudra-Original.jpg/1920px-071-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/071-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/071-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5796,3864,image/jpeg
76063013,76063013_053-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:053-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:053-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/053-Amitabha-Dhyana-Mudra-Original.jpg/1920px-053-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/d/db/053-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/053-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs|Headless statues of the Buddha at Borobudur,5487,3797,image/jpeg
76063019,76063019_080-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:080-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:080-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/080-Amitabha-Dhyana-Mudra-Original.jpg/1920px-080-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/b/ba/080-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/080-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,4000,4000,image/jpeg
76063027,76063027_061-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:061-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:061-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/061-Amitabha-Dhyana-Mudra-Original.jpg/1920px-061-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/061-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/061-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,4328,3604,image/jpeg
76063036,76063036_068-Amitabha-Dhyana-Mudra-Original.jpg,meditation_candidate,text_search,Dhyāna mudra,File:068-Amitabha-Dhyana-Mudra-Original.jpg,https://commons.wikimedia.org/wiki/File:068-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/068-Amitabha-Dhyana-Mudra-Original.jpg/1920px-068-Amitabha-Dhyana-Mudra-Original.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/068-Amitabha-Dhyana-Mudra-Original.jpg,Anandajoti Bhikkhu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://www.photodharma.net/Indonesia/02-Buddhas-and-Bodhisattvas-Level-1/images/068-Amitabha-Dhyana-Mudra-Original.jpg,"Statues on Level 1, Outer Wall at Borobudur, Java, Indonesia",2018-12,Amitābha Buddha at Borobudur|Borobudur in 2018|December 2018 Indonesia photographs,5170,3568,image/jpeg
