_row,file_name,seed_category,pang_candidate,wat,ai_pang,ai_confidence,ai_note,license,author,url
605,Thailand (25807080).jpg,Reclining Buddha statue of Wat Phra That Doi Suthep,saiyat,Wat Phra That Doi Suthep,saiyat,medium,Wat Phra That Doi Suthep reclining with disciples,CC BY 2.0,Steve Evans from Citizen of the World,https://upload.wikimedia.org/wikipedia/commons/2/27/Thailand_%2825807080%29.jpg
606,Thailand (766700150).jpg,Reclining Buddha statue of Wat Phra That Doi Suthep,saiyat,Wat Phra That Doi Suthep,saiyat,medium,Wat Phra That Doi Suthep reclining with disciples,CC BY 2.0,Steve Evans from Citizen of the World,https://upload.wikimedia.org/wikipedia/commons/7/79/Thailand_%28766700150%29.jpg
607,Wat Phra That Doi Suthep2.JPG,Reclining Buddha statue of Wat Phra That Doi Suthep,saiyat,Wat Phra That Doi Suthep,saiyat,medium,Wat Phra That Doi Suthep reclining with disciples,CC BY-SA 3.0,Millevache,https://upload.wikimedia.org/wikipedia/commons/2/2b/Wat_Phra_That_Doi_Suthep2.JPG
608,Wat Phra That Doi Suthep4.JPG,Reclining Buddha statue of Wat Phra That Doi Suthep,saiyat,Wat Phra That Doi Suthep,saiyat,medium,Wat Phra That Doi Suthep reclining with disciples,CC BY-SA 3.0,Millevache,https://upload.wikimedia.org/wikipedia/commons/1/1d/Wat_Phra_That_Doi_Suthep4.JPG
609,Wat Phra That Doi Suthep5.JPG,Reclining Buddha statue of Wat Phra That Doi Suthep,saiyat,Wat Phra That Doi Suthep,saiyat,medium,Wat Phra That Doi Suthep reclining with disciples,CC BY-SA 3.0,Millevache,https://upload.wikimedia.org/wikipedia/commons/8/89/Wat_Phra_That_Doi_Suthep5.JPG
610,Wat Phra That Doi Suthep6.JPG,Reclining Buddha statue of Wat Phra That Doi Suthep,saiyat,Wat Phra That Doi Suthep,saiyat,medium,Wat Phra That Doi Suthep reclining with disciples,CC BY-SA 3.0,Millevache,https://upload.wikimedia.org/wikipedia/commons/4/49/Wat_Phra_That_Doi_Suthep6.JPG
611,Wat Phra That Doi Suthep7.JPG,Reclining Buddha statue of Wat Phra That Doi Suthep,saiyat,Wat Phra That Doi Suthep,saiyat,medium,Wat Phra That Doi Suthep reclining with disciples,CC BY-SA 3.0,Millevache,https://upload.wikimedia.org/wikipedia/commons/3/3e/Wat_Phra_That_Doi_Suthep7.JPG
612,"Bangkok, Phra Pathommachedi 1998 10.jpg",Statues of the Buddha seated in Thailand,seated_unknown,Wat Phra Pathommachedi,samathi,low,Wat Phra Pathommachedi hands-in-lap meditation,CC BY-SA 4.0,LBM1948,https://upload.wikimedia.org/wikipedia/commons/3/3e/Bangkok%2C_Phra_Pathommachedi_1998_10.jpg
613,"Bangkok, Wat Arun 1998 14.jpg",Statues of the Buddha seated in Thailand,seated_unknown,Wat Arun,marawichai,low,"Wat Arun robe-draped seated, hands obscured",CC BY-SA 4.0,LBM1948,https://upload.wikimedia.org/wikipedia/commons/5/58/Bangkok%2C_Wat_Arun_1998_14.jpg
614,"Bangkok, Wat Arun 1998 15.jpg",Statues of the Buddha seated in Thailand,seated_unknown,Wat Arun,marawichai,low,"Wat Arun robe-draped seated, hands obscured",CC BY-SA 4.0,LBM1948,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bangkok%2C_Wat_Arun_1998_15.jpg
615,"Bangkok, Wat Arun 1998 16.jpg",Statues of the Buddha seated in Thailand,seated_unknown,Wat Arun,marawichai,low,"Wat Arun robe-draped seated, hands obscured",CC BY-SA 4.0,LBM1948,https://upload.wikimedia.org/wikipedia/commons/8/81/Bangkok%2C_Wat_Arun_1998_16.jpg
616,"Bangkok, Wat Pho 1998 16.jpg",Statues of the Buddha seated in Thailand,seated_unknown,Wat Pho,marawichai,high,Wat Pho seated earth-touching,CC BY-SA 4.0,LBM1948,https://upload.wikimedia.org/wikipedia/commons/4/4f/Bangkok%2C_Wat_Pho_1998_16.jpg
617,"Bangkok, Wat Pho 1998 17.jpg",Statues of the Buddha seated in Thailand,seated_unknown,Wat Pho,marawichai,high,Wat Pho seated earth-touching,CC BY-SA 4.0,LBM1948,https://upload.wikimedia.org/wikipedia/commons/d/d0/Bangkok%2C_Wat_Pho_1998_17.jpg
618,"Bangkok, Wat Ratchabopit 1998 05.jpg",Statues of the Buddha seated in Thailand,seated_unknown,Wat Ratchabopit,marawichai,high,Wat Ratchabopit outdoor earth-touching,CC BY-SA 4.0,LBM1948,https://upload.wikimedia.org/wikipedia/commons/3/3a/Bangkok%2C_Wat_Ratchabopit_1998_05.jpg
619,"Big Buddha, Wat Lamduan - panoramio.jpg",Statues of the Buddha seated in Thailand,seated_unknown,Wat Lamduan,marawichai,high,Wat Lamduan outdoor lotus earth-touching,CC BY 3.0,satori.corvus,https://upload.wikimedia.org/wikipedia/commons/1/14/Big_Buddha%2C_Wat_Lamduan_-_panoramio.jpg
620,Buddha (28423488403).jpg,Statues of the Buddha seated in Thailand,seated_unknown,,marawichai,high,"seated earth-touching, ornate base",CC BY 2.0,"Koshy Koshy from Faridabad, Haryana, India",https://upload.wikimedia.org/wikipedia/commons/d/d0/Buddha_%2828423488403%29.jpg
621,Buddha (31530311).jpeg,Statues of the Buddha seated in Thailand,seated_unknown,,marawichai,high,outdoor seated earth-touching,CC BY 3.0,Theerawat Sangprakarn,https://upload.wikimedia.org/wikipedia/commons/3/3d/Buddha_%2831530311%29.jpeg
622,Buddha chiangsaenstyle.jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Benchamabophit,samathi,medium,"Wat Benchamabophit bronze meditation, hands in lap",CC BY 2.0,"Fotograf / Photographer: Heinrich Damm (User:Hdamm, Hdamm at de.wikipedia.org)",https://upload.wikimedia.org/wikipedia/commons/1/13/Buddha_chiangsaenstyle.jpg
623,Buddha statue new.jpg,Statues of the Buddha seated in Thailand,seated_unknown,,unknown,medium,"right hand raised abhaya, not one of 5",CC BY-SA 4.0,Luckymf,https://upload.wikimedia.org/wikipedia/commons/f/f4/Buddha_statue_new.jpg
624,Buddhawong.jpg,Statues of the Buddha seated in Thailand,seated_unknown,,marawichai,high,Chinnarat-style seated earth-touching,CC BY-SA 4.0,Chalermpol Thanomwong,https://upload.wikimedia.org/wikipedia/commons/5/5e/Buddhawong.jpg
625,Kong Krailat - Wat Ban Krang วัดบ้านกร่าง อำเภอกงไกรลาศ (2026) - img 11.jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Ban Krang,uncertain,low,Wat Ban Krang weathered stone Buddha in field,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/1/10/Kong_Krailat_-_Wat_Ban_Krang_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%A3%E0%B9%88%E0%B8%B2%E0%B8%87_%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B8%81%E0%B8%87%E0%B9%84%E0%B8%81%E0%B8%A3%E0%B8%A5%E0%B8%B2%E0%B8%A8_%282026%29_-_img_11.jpg
626,Nithan Borankhadi (07).jpg,Statues of the Buddha seated in Thailand,seated_unknown,,unknown,medium,"emaciated fasting Buddha archival, not one of 5",Public domain,Unknown authorUnknown author,https://upload.wikimedia.org/wikipedia/commons/7/73/Nithan_Borankhadi_%2807%29.jpg
627,P 20170802 182510.jpg,Statues of the Buddha seated in Thailand,seated_unknown,,marawichai,medium,seated earth-touching in niche,CC BY-SA 4.0,Dharmaviriyo,https://upload.wikimedia.org/wikipedia/commons/7/74/P_20170802_182510.jpg
628,Phra Buddha Mettaprachabapith Wat Khung Taphao in Uttaradit Thailand.jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Khung Taphao,samathi,low,"Wat Khung Taphao weathered stone, hands in lap",CC BY-SA 4.0,Tevaprapas,https://upload.wikimedia.org/wikipedia/commons/0/0e/Phra_Buddha_Mettaprachabapith_Wat_Khung_Taphao_in_Uttaradit_Thailand.jpg
629,Statues of Buddha in Chiang Mai temple in Thailand South East Asia.jpg,Statues of the Buddha seated in Thailand,seated_unknown,,marawichai,medium,corridor seated earth-touching,CC BY-SA 4.0,Commisceo Global Consulting Ltd.,https://upload.wikimedia.org/wikipedia/commons/b/b9/Statues_of_Buddha_in_Chiang_Mai_temple_in_Thailand_South_East_Asia.jpg
630,Thai Buddha (17128913810).jpg,Statues of the Buddha seated in Thailand,seated_unknown,,marawichai,high,crowned bronze earth-touching,CC BY 2.0,"Akuppa John Wigham from Newcastle upon Tyne, England",https://upload.wikimedia.org/wikipedia/commons/0/04/Thai_Buddha_%2817128913810%29.jpg
631,Thung Saliam - Wat Phiphat Mongkhon (Wat Pipat Mongkol) วัดพิพัฒน์มงคล (2026) - img 21.jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Phiphat Mongkhon,marawichai,medium,Wat Phiphat Mongkhon three seated earth-touching,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/9/9d/Thung_Saliam_-_Wat_Phiphat_Mongkhon_%28Wat_Pipat_Mongkol%29_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%B4%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C%E0%B8%A1%E0%B8%87%E0%B8%84%E0%B8%A5_%282026%29_-_img_21.jpg
632,Thung Saliam - Wat Phiphat Mongkhon (Wat Pipat Mongkol) วัดพิพัฒน์มงคล (2026) - img 25.jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Phiphat Mongkhon,marawichai,medium,Wat Phiphat Mongkhon three seated earth-touching,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/d/d1/Thung_Saliam_-_Wat_Phiphat_Mongkhon_%28Wat_Pipat_Mongkol%29_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%B4%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C%E0%B8%A1%E0%B8%87%E0%B8%84%E0%B8%A5_%282026%29_-_img_25.jpg
633,Thung Saliam - Wat Phiphat Mongkhon (Wat Pipat Mongkol) วัดพิพัฒน์มงคล (2026) - img 29.jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Phiphat Mongkhon,marawichai,medium,Wat Phiphat Mongkhon three seated earth-touching,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/4/49/Thung_Saliam_-_Wat_Phiphat_Mongkhon_%28Wat_Pipat_Mongkol%29_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%B4%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C%E0%B8%A1%E0%B8%87%E0%B8%84%E0%B8%A5_%282026%29_-_img_29.jpg
634,Thung Saliam - Wat Phiphat Mongkhon (Wat Pipat Mongkol) วัดพิพัฒน์มงคล (2026) - img 32.jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Phiphat Mongkhon,marawichai,medium,Wat Phiphat Mongkhon three seated earth-touching,CC BY 4.0,Chainwit.,https://upload.wikimedia.org/wikipedia/commons/d/da/Thung_Saliam_-_Wat_Phiphat_Mongkhon_%28Wat_Pipat_Mongkol%29_%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%B4%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C%E0%B8%A1%E0%B8%87%E0%B8%84%E0%B8%A5_%282026%29_-_img_32.jpg
635,Wat Lamduan 3.jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Lamduan,marawichai,high,Wat Lamduan outdoor lotus earth-touching,CC BY-SA 4.0,Christophe95,https://upload.wikimedia.org/wikipedia/commons/1/17/Wat_Lamduan_3.jpg
636,Wat Paramai Yikawat (II).jpg,Statues of the Buddha seated in Thailand,seated_unknown,Wat Paramai Yikawat,marawichai,medium,Wat Paramai Yikawat seated earth-touching,CC BY 4.0,"This Photo was taken by Supanut Arunoprayote.

Feel free to use any of my images, but please mention me as the author and may send me a message.  (สามารถใช้ภาพได้อิสระ แต่กรุณาใส่เครดิตผู้ถ่ายและอาจส่งข้อความบอกกล่าวด้วย) 



Please do not upload an updated image here without consultation with the Author. The author would like to make corrections only at his own source. This ensures that the changes are preserved.Please if you think that any changes should be required, please inform the author.Otherwise you can upload a new image with a new name. Please use one of the templates derivative or extract.",https://upload.wikimedia.org/wikipedia/commons/4/41/Wat_Paramai_Yikawat_%28II%29.jpg
637,พระประธานวัดสนมไทย.jpg,Statues of the Buddha seated in Thailand,seated_unknown,วัดสนมไทย.jpg,marawichai,medium,white robed seated earth-touching,CC BY-SA 4.0,Sloysuwan sanya,https://upload.wikimedia.org/wikipedia/commons/1/12/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%AA%E0%B8%99%E0%B8%A1%E0%B9%84%E0%B8%97%E0%B8%A2.jpg
638,พระพุทธวารีรักษ์.jpg,Statues of the Buddha seated in Thailand,seated_unknown,,uncertain,low,"dark Buddha w/ offering threads, hands obscured",CC BY-SA 4.0,Vjmeapa,https://upload.wikimedia.org/wikipedia/commons/5/58/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A7%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C.jpg
639,พระพุทธศรีทวารวดีสิริราชภัฏ.jpg,Statues of the Buddha seated in Thailand,seated_unknown,,uncertain,low,"Dvaravati wheel-halo figure, unusual pose",CC BY-SA 4.0,009earth,https://upload.wikimedia.org/wikipedia/commons/f/f2/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%97%E0%B8%A7%E0%B8%B2%E0%B8%A3%E0%B8%A7%E0%B8%94%E0%B8%B5%E0%B8%AA%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A0%E0%B8%B1%E0%B8%8F.jpg
640,พระพุทธเกสร.jpg,Statues of the Buddha seated in Thailand,seated_unknown,,uncertain,low,"gold-leaf seated, hands ambiguous",CC BY-SA 4.0,พระมหาสุชีพ สุธีโว,https://upload.wikimedia.org/wikipedia/commons/b/b3/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B9%80%E0%B8%81%E0%B8%AA%E0%B8%A3.jpg
641,พ่อท่านวัดเขาน้อย.jpg,Statues of the Buddha seated in Thailand,seated_unknown,วัดเขาน้อย.jpg,uncertain,low,"rustic shrine, multiple small Buddhas",CC BY-SA 4.0,ธนัชทัศน์ อินทสา,https://upload.wikimedia.org/wikipedia/commons/2/2c/%E0%B8%9E%E0%B9%88%E0%B8%AD%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%99%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%82%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2.jpg
642,ภาพพระพุทธรูปมอญวัดม่วง.jpg,Statues of the Buddha seated in Thailand,seated_unknown,วัดม่วง.jpg,exclude,medium,"Burmese/Mon-style Buddha + Golden Rock, non-Thai",CC BY-SA 3.0,Suwan939,https://upload.wikimedia.org/wikipedia/commons/b/be/%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B8%A1%E0%B8%AD%E0%B8%8D%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%A1%E0%B9%88%E0%B8%A7%E0%B8%87.jpg
643,วัดบวรนิเวศ.jpg,Statues of the Buddha seated in Thailand,seated_unknown,วัดบวรนิเวศ.jpg,samathi,medium,crowned seated hands-in-lap meditation,CC BY-SA 3.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/7/7a/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8.jpg
644,วัดบวรนิเวศวิหารราชวรวิหาร เขตพระนคร กรุงเทพมหานคร (4).JPG,Statues of the Buddha seated in Thailand,seated_unknown,วัดบวรนิเวศวิหารราชวรวิหาร,unknown,medium,"Dvaravati raised-hand vitarka, not one of 5",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/5/5a/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%99%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%A8%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%284%29.JPG
645,วัดปรมัยยิกาวาสวรวิหาร อ.ปากเกร็ด จ.นนทบุรี (10).JPG,Statues of the Buddha seated in Thailand,seated_unknown,วัดปรมัยยิกาวาสวรวิหาร,marawichai,medium,"seated earth-touching, lower Buddha clear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/d/d9/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9B%E0%B8%A3%E0%B8%A1%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A7%E0%B8%B2%E0%B8%AA%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94_%E0%B8%88.%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5_%2810%29.JPG
646,วัดปรมัยยิกาวาสวรวิหาร อ.ปากเกร็ด จ.นนทบุรี (24).JPG,Statues of the Buddha seated in Thailand,seated_unknown,วัดปรมัยยิกาวาสวรวิหาร,marawichai,medium,"seated earth-touching, lower Buddha clear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/8/82/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9B%E0%B8%A3%E0%B8%A1%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A7%E0%B8%B2%E0%B8%AA%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94_%E0%B8%88.%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5_%2824%29.JPG
647,วัดปรมัยยิกาวาสวรวิหาร อ.ปากเกร็ด จ.นนทบุรี (25).JPG,Statues of the Buddha seated in Thailand,seated_unknown,วัดปรมัยยิกาวาสวรวิหาร,marawichai,medium,"seated earth-touching, lower Buddha clear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/a/ad/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9B%E0%B8%A3%E0%B8%A1%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A7%E0%B8%B2%E0%B8%AA%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94_%E0%B8%88.%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5_%2825%29.JPG
648,วัดปรมัยยิกาวาสวรวิหาร อ.ปากเกร็ด จ.นนทบุรี (5).JPG,Statues of the Buddha seated in Thailand,seated_unknown,วัดปรมัยยิกาวาสวรวิหาร,marawichai,medium,"seated earth-touching, lower Buddha clear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/2/2d/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9B%E0%B8%A3%E0%B8%A1%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A7%E0%B8%B2%E0%B8%AA%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94_%E0%B8%88.%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5_%285%29.JPG
649,วัดปรมัยยิกาวาสวรวิหาร อ.ปากเกร็ด จ.นนทบุรี (6).JPG,Statues of the Buddha seated in Thailand,seated_unknown,วัดปรมัยยิกาวาสวรวิหาร,marawichai,medium,"seated earth-touching, lower Buddha clear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/7/72/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9B%E0%B8%A3%E0%B8%A1%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A7%E0%B8%B2%E0%B8%AA%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94_%E0%B8%88.%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5_%286%29.JPG
650,วัดปรมัยยิกาวาสวรวิหาร อ.ปากเกร็ด จ.นนทบุรี.JPG,Statues of the Buddha seated in Thailand,seated_unknown,วัดปรมัยยิกาวาสวรวิหาร,marawichai,medium,"seated earth-touching, lower Buddha clear",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/f/f5/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9B%E0%B8%A3%E0%B8%A1%E0%B8%B1%E0%B8%A2%E0%B8%A2%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A7%E0%B8%B2%E0%B8%AA%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%AD.%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B9%87%E0%B8%94_%E0%B8%88.%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5.JPG
651,(2022) พระบรมมหาราชวังและวัดพระศรีรัตนศาสดาราม เขตพระนคร กรุงเทพมหานคร (29).jpg,Emerald Buddha,seated_unknown,วัดพระศรีรัตนศาสดาราม,uncertain,low,"ornate golden tower/reliquary, no clear pose",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/6/6d/%282022%29_%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%A3%E0%B8%A1%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%94%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%A1_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2829%29.jpg
652,(2022) พระบรมมหาราชวังและวัดพระศรีรัตนศาสดาราม เขตพระนคร กรุงเทพมหานคร (34).jpg,Emerald Buddha,seated_unknown,วัดพระศรีรัตนศาสดาราม,uncertain,low,"ornate golden tower/reliquary, no clear pose",CC BY-SA 4.0,กสิณธร ราชโอรส,https://upload.wikimedia.org/wikipedia/commons/6/61/%282022%29_%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9A%E0%B8%A3%E0%B8%A1%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A7%E0%B8%B1%E0%B8%87%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%94%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%A1_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2834%29.jpg
