image_id,file_name,seed_category,pang_candidate,scope,wat,license,author,width,height,url,thumb_url,sha1
File:Emeraldbuddha.jpg,Emeraldbuddha.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 3.0,No machine-readable author provided. Gakuro assumed (based on copyright claims).,564,1051,https://upload.wikimedia.org/wikipedia/commons/d/d5/Emeraldbuddha.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Emeraldbuddha.jpg,b8acbdc0cc4b111077d382bca834ed5962784937
File:Emeraldbuddha3seasons.jpg,Emeraldbuddha3seasons.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 3.0,Anusak at Thai Wikipedia,1200,746,https://upload.wikimedia.org/wikipedia/commons/b/be/Emeraldbuddha3seasons.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Emeraldbuddha3seasons.jpg,c7f18d9838f9acb0d097b25fdb5b47c201268346
"File:Gran Palacio, Bangkok, Tailandia, 2013-08-22, DD 50.jpg","Gran Palacio, Bangkok, Tailandia, 2013-08-22, DD 50.jpg",Emerald Buddha,seated_unknown,thailand,,CC BY-SA 3.0,Diego Delso,3257,4604,https://upload.wikimedia.org/wikipedia/commons/5/57/Gran_Palacio%2C_Bangkok%2C_Tailandia%2C_2013-08-22%2C_DD_50.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Gran%20Palacio%2C%20Bangkok%2C%20Tailandia%2C%202013-08-22%2C%20DD%2050.jpg,e04466ad95086bbba98bc2c444be24cd0efe4359
"File:Grand Palace, Bangkok P1100526.JPG","Grand Palace, Bangkok P1100526.JPG",Emerald Buddha,seated_unknown,thailand,Wat Phra Kaew,CC BY-SA 3.0,Deror Avi,4000,3000,https://upload.wikimedia.org/wikipedia/commons/9/95/Grand_Palace%2C_Bangkok_P1100526.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Palace%2C%20Bangkok%20P1100526.JPG,e83dd0560f6931aab850e469994dd62f8e02f0a9
"File:Grand Palace, Bangkok P1100527.JPG","Grand Palace, Bangkok P1100527.JPG",Emerald Buddha,seated_unknown,thailand,Wat Phra Kaew,CC BY-SA 3.0,Deror Avi,3000,4000,https://upload.wikimedia.org/wikipedia/commons/0/01/Grand_Palace%2C_Bangkok_P1100527.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Palace%2C%20Bangkok%20P1100527.JPG,88351a124d4735aa7941ecc9c7d37349fac5db15
"File:Grand Palace, Bangkok P1100536.JPG","Grand Palace, Bangkok P1100536.JPG",Emerald Buddha,seated_unknown,thailand,Wat Phra Kaew,CC BY-SA 3.0,Deror Avi,3000,4000,https://upload.wikimedia.org/wikipedia/commons/3/3e/Grand_Palace%2C_Bangkok_P1100536.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Palace%2C%20Bangkok%20P1100536.JPG,95b081fad3a228ade27d0cc447b7794d5a53cd6a
"File:Palacio Real ,Bhuda Esmeralda, Bangkok - panoramio.jpg","Palacio Real ,Bhuda Esmeralda, Bangkok - panoramio.jpg",Emerald Buddha,seated_unknown,thailand,,CC BY-SA 3.0,F.J.OGALLAR,1984,2924,https://upload.wikimedia.org/wikipedia/commons/2/2a/Palacio_Real_%2CBhuda_Esmeralda%2C_Bangkok_-_panoramio.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Palacio%20Real%20%2CBhuda%20Esmeralda%2C%20Bangkok%20-%20panoramio.jpg,49d752aafcb17688b0e39c7367a97daeb36afece
File:Summer - Emerald Buddha.jpg,Summer - Emerald Buddha.jpg,Emerald Buddha,seated_unknown,thailand,Wat Phra Kaew,CC BY 4.0,"This Photo was taken by Supanut Arunoprayote.

Feel free to use any of my images, but please mention me as the author and may send me a message.  (สามารถใช้ภาพได้อิสระ แต่กรุณาใส่เครดิตผู้ถ่ายและอาจส่งข้อความบอกกล่าวด้วย) 



Please do not upload an updated image here without consultation with the Author. The author would like to make corrections only at his own source. This ensures that the changes are preserved.Please if you think that any changes should be required, please inform the author.Otherwise you can upload a new image with a new name. Please use one of the templates derivative or extract.",5361,3574,https://upload.wikimedia.org/wikipedia/commons/8/83/Summer_-_Emerald_Buddha.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Summer%20-%20Emerald%20Buddha.jpg,4ea33e31198dc8538c6c7e54bc7a03309890a52a
"File:Tamnan Phraphuttharup Samkhan (1932, p 62).jpg","Tamnan Phraphuttharup Samkhan (1932, p 62).jpg",Emerald Buddha,seated_unknown,thailand,,Public domain,Unknown authorUnknown author,1500,2300,https://upload.wikimedia.org/wikipedia/commons/9/9e/Tamnan_Phraphuttharup_Samkhan_%281932%2C_p_62%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Tamnan%20Phraphuttharup%20Samkhan%20%281932%2C%20p%2062%29.jpg,8ff686a0969655bf38ce680d57808a145129f69b
File:TH-bkk-wat-phra-emer-buddha.jpg,TH-bkk-wat-phra-emer-buddha.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 3.0,Balou46,3264,4928,https://upload.wikimedia.org/wikipedia/commons/d/df/TH-bkk-wat-phra-emer-buddha.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/TH-bkk-wat-phra-emer-buddha.jpg,55065f524ee2ed389a89552cc275ef6698bf2af0
File:Thailand - Flickr - Jarvis-8.jpg,Thailand - Flickr - Jarvis-8.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 2.0,Dennis G. Jarvis,2848,4288,https://upload.wikimedia.org/wikipedia/commons/7/7d/Thailand_-_Flickr_-_Jarvis-8.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Thailand%20-%20Flickr%20-%20Jarvis-8.jpg,708e9611c44c0fc79d15d343fb6792d90118b861
File:Thailand-3145 - Emerald Buddha (3667824966).jpg,Thailand-3145 - Emerald Buddha (3667824966).jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 2.0,Dennis G. Jarvis,2848,4288,https://upload.wikimedia.org/wikipedia/commons/e/e4/Thailand-3145_-_Emerald_Buddha_%283667824966%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Thailand-3145%20-%20Emerald%20Buddha%20%283667824966%29.jpg,247588d6b2129c0da82b799a60fe80471f9ef951
File:The Emerald Buddha adorned with three seasons regalia.jpg,The Emerald Buddha adorned with three seasons regalia.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Sodacan,4289,2415,https://upload.wikimedia.org/wikipedia/commons/5/5f/The_Emerald_Buddha_adorned_with_three_seasons_regalia.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/The%20Emerald%20Buddha%20adorned%20with%20three%20seasons%20regalia.jpg,a2a5a788daae125cfaa93111b945b972ea1b1061
"File:The first trip Phra Nakhon, Bangkok 09.12.2022 (17).jpg","The first trip Phra Nakhon, Bangkok 09.12.2022 (17).jpg",Emerald Buddha,seated_unknown,thailand,วัดพระศรีรัตนศาสดาราม,CC BY-SA 4.0,Tvcccp,2340,4160,https://upload.wikimedia.org/wikipedia/commons/0/03/The_first_trip_Phra_Nakhon%2C_Bangkok_09.12.2022_%2817%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/The%20first%20trip%20Phra%20Nakhon%2C%20Bangkok%2009.12.2022%20%2817%29.jpg,b72fef48a9461e4aa1a4ae999b162d2c5c2fcd82
File:Wat Phra Sri Rattana Satsadaram 02.jpg,Wat Phra Sri Rattana Satsadaram 02.jpg,Emerald Buddha,seated_unknown,thailand,Wat Phra Sri Rattana Satsadaram,CC BY-SA 3.0,Aimaimyi,1582,1183,https://upload.wikimedia.org/wikipedia/commons/8/8a/Wat_Phra_Sri_Rattana_Satsadaram_02.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Wat%20Phra%20Sri%20Rattana%20Satsadaram%2002.jpg,afce94088d3a65959507232f252e43a74342849b
File:บุษบกประดิษฐานพระพุทธมหามณีรัตนปฏิมากร.jpg,บุษบกประดิษฐานพระพุทธมหามณีรัตนปฏิมากร.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Mastertongapollo,5331,7993,https://upload.wikimedia.org/wikipedia/commons/5/5d/%E0%B8%9A%E0%B8%B8%E0%B8%A9%E0%B8%9A%E0%B8%81%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%B4%E0%B8%A9%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9A%E0%B8%B8%E0%B8%A9%E0%B8%9A%E0%B8%81%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%B4%E0%B8%A9%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3.jpg,9a69549cf857358579629eb954204a2e59fda54a
File:พระพุทธมหามณีรัตนปฏิมากร 1.jpg,พระพุทธมหามณีรัตนปฏิมากร 1.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Kriengsak Jirasirirojanakorn,3753,4692,https://upload.wikimedia.org/wikipedia/commons/1/1c/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3_1.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3%201.jpg,b38e5ace5988871be5a988a887990d34f315a12a
File:พระพุทธมหามณีรัตนปฏิมากร 2.jpg,พระพุทธมหามณีรัตนปฏิมากร 2.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Kriengsak Jirasirirojanakorn,3959,4950,https://upload.wikimedia.org/wikipedia/commons/3/35/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3_2.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3%202.jpg,42914aafdacbca711306be6c274d8b658b1fe9c4
File:พระพุทธมหามณีรัตนปฏิมากร เครื่องทรงฤดูร้อน.jpg,พระพุทธมหามณีรัตนปฏิมากร เครื่องทรงฤดูร้อน.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,"คีโต  Photo taken by Kito: Kittipong Nasaiya, copy for public benefits and inform the use by Email would be very appreciated. แบ่งปันภาพเพื่อใช้สำหรับสาธารณประโยชน์ หากระบุชื่อเจ้าของภาพนายกิตติพงศ์ นาไสยา จักเป็นพระคุณยิ่ง",2304,3456,https://upload.wikimedia.org/wikipedia/commons/0/00/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3_%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3%20%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99.jpg,2249485dd3329b1f69c1775c815b1295449fc29a
File:พระพุทธมหามณีรัตนปฏิมากร เครื่องทรงฤดูหนาว.jpg,พระพุทธมหามณีรัตนปฏิมากร เครื่องทรงฤดูหนาว.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,"คีโต  Photo taken by Kito: Kittipong Nasaiya, copy for public benefits and inform the use by Email would be very appreciated. แบ่งปันภาพเพื่อใช้สำหรับสาธารณประโยชน์ หากระบุชื่อเจ้าของภาพนายกิตติพงศ์ นาไสยา จักเป็นพระคุณยิ่ง",2304,3456,https://upload.wikimedia.org/wikipedia/commons/b/b0/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3_%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%AB%E0%B8%99%E0%B8%B2%E0%B8%A7.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3%20%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%AB%E0%B8%99%E0%B8%B2%E0%B8%A7.jpg,270774d7c11c8b85f56c1a5b96b99d0a4a33cc44
File:พระพุทธเลิศหล้านภาลัย พระพุทธมหามณีรัตนปฏิมากร พระพุทธยอดฟ้าจุฬาโลก.jpg,พระพุทธเลิศหล้านภาลัย พระพุทธมหามณีรัตนปฏิมากร พระพุทธยอดฟ้าจุฬาโลก.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,"คีโต Photo taken by Kito: Kittipong Nasaiya, copy for public benefit and inform the use by Email would be very appreciated. แบ่งปันภาพหากใช้สำหรับสาธารณประโยชน์และระบุชื่อเจ้าของภาพนายกิตติพงศ์ นาไสยา จักเป็นพระคุณยิ่ง",3456,2304,https://upload.wikimedia.org/wikipedia/commons/8/89/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%A8%E0%B8%AB%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A0%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2_%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3_%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A2%E0%B8%AD%E0%B8%94%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%B8%E0%B8%AC%E0%B8%B2%E0%B9%82%E0%B8%A5%E0%B8%81.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%A8%E0%B8%AB%E0%B8%A5%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A0%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2%20%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%A1%E0%B8%B2%E0%B8%81%E0%B8%A3%20%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A2%E0%B8%AD%E0%B8%94%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B8%88%E0%B8%B8%E0%B8%AC%E0%B8%B2%E0%B9%82%E0%B8%A5%E0%B8%81.jpg,fabf73a5f3889dd7f12ddfab9d46fe13c4e547d0
File:พระเเก้วมรกตเครื่องทรงฤดูฝน.jpg,พระเเก้วมรกตเครื่องทรงฤดูฝน.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Mastertongapollo,1925,2887,https://upload.wikimedia.org/wikipedia/commons/f/fa/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%9D%E0%B8%99.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%9D%E0%B8%99.jpg,78fdff3eb94b6739cb75fbab8dc52de690fde413
File:พระเเก้วมรกตเครื่องทรงฤดูร้อน.jpg,พระเเก้วมรกตเครื่องทรงฤดูร้อน.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Mastertongapollo,1839,2758,https://upload.wikimedia.org/wikipedia/commons/e/e8/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99.jpg,095dd3750a35aac3efd8804b1a263e53e6fa014e
File:พระเเก้วมรกตเครื่องทรงฤดูหนาว.jpg,พระเเก้วมรกตเครื่องทรงฤดูหนาว.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Mastertongapollo,1229,1844,https://upload.wikimedia.org/wikipedia/commons/2/2a/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%AB%E0%B8%99%E0%B8%B2%E0%B8%A7.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%AB%E0%B8%99%E0%B8%B2%E0%B8%A7.jpg,2681074c6c858d0a39cce38689a29a1fa5817d41
File:พระแก้วมรกตเครื่องทรงฤดูฝน.jpg,พระแก้วมรกตเครื่องทรงฤดูฝน.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Mastertongapollo,1956,2933,https://upload.wikimedia.org/wikipedia/commons/3/3d/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%9D%E0%B8%99.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%9D%E0%B8%99.jpg,7bd437062814435421a7260d462bfb67c428af49
File:พระแก้วมรกตเครื่องทรงฤดูร้อน.jpg,พระแก้วมรกตเครื่องทรงฤดูร้อน.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Mastertongapollo,1970,2954,https://upload.wikimedia.org/wikipedia/commons/e/e8/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%99.jpg,9f1de1fbbe2072943d3cafcb40c1e1d495b8fd7f
File:พระแก้วมรกตเครื่องทรงฤดูหนาว.jpg,พระแก้วมรกตเครื่องทรงฤดูหนาว.jpg,Emerald Buddha,seated_unknown,thailand,,CC BY-SA 4.0,Mastertongapollo,1311,1966,https://upload.wikimedia.org/wikipedia/commons/9/98/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%AB%E0%B8%99%E0%B8%B2%E0%B8%A7.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%A1%E0%B8%A3%E0%B8%81%E0%B8%95%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A4%E0%B8%94%E0%B8%B9%E0%B8%AB%E0%B8%99%E0%B8%B2%E0%B8%A7.jpg,1e652413fac0f9c64b9ba63b633447c321c1b6f1
